id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight,avg_salary
robinda01,"August 6, 1965","Key West, Florida",2.5,51.8,25.0,73.6,987.0,26.2,21.1,10.6,178.7,51.9,United States Naval Academy,1st overall,1st round,San Antonio Spurs,1987.0,7-1,"Osbourn Park in Manassas, Virginia",David Robinson,Center,Left,235lb,7437507.69
robingl01,"January 10, 1973","Gary, Indiana",2.7,45.9,34.0,82.0,688.0,17.5,20.7,6.1,39.8,48.5,Purdue University,1st overall,1st round,Milwaukee Bucks,1994.0,6-7,"Roosevelt in Gary, Indiana",Glenn Robinson,Small Forward,Right,225lb,7292840.91
robingl02,"January 8, 1994","Gary, Indiana",0.6,43.9,36.1,72.6,219.0,10.6,4.4,2.1,4.7,50.1,University of Michigan,40th overall,2nd round,Minnesota Timberwolves,2014.0,6-6,"Lake Central in St. John, Indiana",Glenn Robinson III,Shooting Guard and Small Forward,Right,222lb,981785.25
robinja02,"August 31, 1970","Jackson, Mississippi",1.9,39.4,34.8,66.6,381.0,11.2,7.6,1.7,5.8,47.0,University of Alabama,21st overall,1st round,Portland Trail Blazers,1993.0,6-2,"Murrah in Jackson, Mississippi",James Robinson,Point Guard,Right,180lb,1185416.7
robinna01,"May 31, 1984","Seattle, Washington",3.0,42.3,36.0,79.6,618.0,15.6,11.0,2.3,27.8,49.3,University of Washington,21st overall,1st round,Phoenix Suns,2005.0,5-9,"Rainier Beach in Seattle, Washington",Nate Robinson,Point Guard,Right,180lb,1902137.0
robinru01,"November 13, 1966","Mandeville, Jamaica",3.5,43.2,34.4,61.1,336.0,12.9,7.6,1.8,5.2,45.6,University of Michigan,10th overall,1st round,Atlanta Hawks,1990.0,6-2,"Cambridge Rindge & Latin in Cambridge, Massachusetts",Rumeal Robinson,Point Guard,Right,195lb,801625.0
robinth01,"March 17, 1991","Washington, District of Columbia",0.6,47.0,0.0,50.5,313.0,14.0,4.9,4.8,4.6,47.0,University of Kansas,5th overall,1st round,Sacramento Kings,2012.0,6-10,"Brewster Academy in Wolfeboro, New Hampshire",Thomas Robinson,Power Forward,Right,237lb,2522340.2
rodmade01,"May 13, 1961","Trenton, New Jersey",1.8,52.1,23.1,58.4,911.0,14.6,7.3,13.1,89.8,52.9,Southeastern Oklahoma State University,27th overall,2nd round,Detroit Pistons,1986.0,6-7,"South Oak Cliff in Dallas, Texas",Dennis Rodman,Power Forward and Small Forward,Right,210lb,2451363.64
rogerca01,"February 6, 1971","Detroit, Michigan",0.6,53.6,25.8,56.2,298.0,15.4,7.4,4.3,11.1,54.5,"University of Arkansas at Little Rock, Tennessee State University",11th overall,1st round,Seattle SuperSonics,1994.0,6-11,"Northwestern in Detroit, Michigan",Carlos Rogers,Power Forward and Center,Right,220lb,1470918.75
rogerro01,"June 20, 1971","Durham, North Carolina",2.0,45.1,34.7,69.0,866.0,14.4,10.9,4.5,38.8,49.4,Wake Forest University,9th overall,1st round,Denver Nuggets,1993.0,6-7,"Hillside in Durham, North Carolina",Rodney Rogers,Small Forward and Power Forward,Left,235lb,2226800.0
rondora01,"February 22, 1986","Louisville, Kentucky",8.5,46.0,31.5,60.5,825.0,16.2,10.4,4.8,58.4,48.2,University of Kentucky,21st overall,1st round,Phoenix Suns,2006.0,6-1,"Oak Hill Academy in Mouth of Wilson, Virginia",Rajon Rondo,Point Guard,Right,186lb,6967914.15
rooksse01,"September 9, 1969","New York, New York",0.8,45.9,9.1,69.9,749.0,12.0,6.2,3.8,16.2,45.9,University of Arizona,30th overall,2nd round,Dallas Mavericks,1992.0,6-10,"Fontana in Fontana, California",Sean Rooks,Center,Right,250lb,1431083.33
rosede01,"October 4, 1988","Chicago, Illinois",5.6,45.3,30.4,82.4,546.0,18.1,18.8,3.5,37.2,47.7,University of Memphis,1st overall,1st round,Chicago Bulls,2008.0,6-3,"Simeon Career Academy in Chicago, Illinois",Derrick Rose,Point Guard,Right,200lb,9938245.42
roseja01,"January 30, 1973","Detroit, Michigan",3.8,44.3,35.5,80.1,923.0,15.3,14.3,3.5,47.2,47.7,University of Michigan,13th overall,1st round,Denver Nuggets,1994.0,6-8,"Southwestern in Detroit, Michigan",Jalen Rose,Shooting Guard and Small Forward and Point Guard,Left,210lb,7317017.86
rosema01,"November 23, 1974","Philadelphia, Pennsylvania",0.8,43.7,17.7,74.3,813.0,13.4,6.2,4.1,26.5,43.8,Drexel University,44th overall,2nd round,Charlotte Hornets,1996.0,6-7,"Overbrook in Philadelphia, Pennsylvania",Malik Rose,Small Forward and Power Forward,Right,250lb,3929915.15
rosste01,"February 5, 1991","Portland, Oregon",1.1,42.3,37.4,81.9,492.0,12.6,10.5,2.8,19.2,52.1,University of Washington,8th overall,1st round,Toronto Raptors,2012.0,6-7,"Jefferson in Portland, Oregon",Terrence Ross,Small Forward and Shooting Guard,Right,206lb,5348306.17
roybr01,"July 23, 1984","Seattle, Washington",4.7,45.9,34.8,80.0,326.0,20.0,18.8,4.3,37.4,49.2,University of Washington,6th overall,1st round,Minnesota Timberwolves,2006.0,6-6,"Garfield in Seattle, Washington",Brandon Roy,Shooting Guard,Right,215lb,9209981.22
royaldo01,"May 22, 1966","New Orleans, Louisiana",1.0,47.3,0.0,77.0,504.0,12.8,6.3,2.8,19.1,47.3,University of Notre Dame,52nd overall,3rd round,Cleveland Cavaliers,1987.0,6-8,"Saint Augustine in New Orleans, Louisiana",Donald Royal,Small Forward,Right,210lb,893333.33
roziecl01,"October 31, 1972","Bradenton, Florida",0.6,49.6,18.2,46.5,173.0,11.9,4.8,5.2,3.9,49.8,"University of North Carolina, University of Louisville",16th overall,1st round,Golden State Warriors,1994.0,6-11,"Southeast in Bradenton, Florida",Clifford Rozier,Center,Right,245lb,711450.0
roziete01,"March 17, 1994","Youngstown, Ohio",2.3,38.0,35.4,77.7,272.0,12.8,7.7,3.6,9.9,46.5,University of Louisville,16th overall,1st round,Boston Celtics,2015.0,6-1,"Hargrave Military Academy in Chatham, Virginia",Terry Rozier,Point Guard,Right,190lb,1906440.0
ruddde01,"November 8, 1962","Halifax, North Carolina",2.2,41.3,25.7,76.1,239.0,9.8,3.4,0.8,0.7,44.2,Wake Forest University,83rd overall,4th round,Utah Jazz,1985.0,6-2,"Eastman in Hollister, North Carolina",Delaney Rudd,Shooting Guard and Point Guard,Right,180lb,227500.0
ruffimi01,"January 21, 1977","Denver, Colorado",0.6,40.7,0.0,45.9,414.0,8.5,1.7,3.9,6.8,40.7,University of Tulsa,32nd overall,2nd round,Chicago Bulls,1999.0,6-9,"Cherry Creek in Englewood, Colorado",Michael Ruffin,Center and Power Forward,Right,246lb,890911.5
rushbr01,"July 7, 1985","Kansas City, Missouri",1.0,42.6,40.2,70.6,481.0,9.9,6.8,2.9,11.2,51.8,University of Kansas,13th overall,1st round,Portland Trail Blazers,2008.0,6-6,"Mount Zion Christian Academy in Durham, North Carolina",Brandon Rush,Shooting Guard and Small Forward,Right,220lb,2275880.5
rushka01,"October 30, 1980","Kansas City, Missouri",1.0,40.0,35.8,70.3,346.0,9.2,6.4,1.7,1.7,46.6,University of Missouri,20th overall,1st round,Toronto Raptors,2002.0,6-6,"Pembroke Hill in Kansas City, Missouri",Kareem Rush,Shooting Guard and Point Guard,Left,215lb,1078615.88
russebr01,"December 31, 1970","San Bernardino, California",1.3,43.1,36.9,75.0,841.0,12.6,7.9,3.5,47.4,49.6,"California State University, Long Beach",45th overall,2nd round,Utah Jazz,1993.0,6-7,"San Bernardino in San Bernardino, California",Bryon Russell,Shooting Guard and Small Forward,Right,225lb,1985115.46
russeda01,"February 23, 1996","Louisville, Kentucky",5.1,41.9,35.3,76.2,272.0,16.0,16.5,3.7,6.6,49.2,Ohio State University,2nd overall,1st round,Los Angeles Lakers,2015.0,6-5,"Montverde Academy in Montverde, Florida",D'Angelo Russell,Point Guard,Left,198lb,5332760.0
sacrero01,"June 6, 1989","Baton Rouge, Louisiana",0.7,43.6,0.0,67.1,189.0,10.8,4.2,3.1,2.4,43.6,Gonzaga University,60th overall,2nd round,Los Angeles Lakers,2012.0,7-0,"Handsworth Secondary School in Vancouver, Canada",Robert Sacre,Center,Right,270lb,789766.75
sallejo01,"May 16, 1964","Brooklyn, New York",1.2,50.6,21.4,71.4,748.0,12.8,7.0,4.5,41.5,50.6,Georgia Institute of Technology,11th overall,1st round,Detroit Pistons,1986.0,6-11,"Canarsie in Brooklyn, New York",John Salley,Center and Power Forward,Right,230lb,1553300.0
salmojo01,"December 12, 1979","Philadelphia, Pennsylvania",2.4,43.1,36.6,79.9,895.0,12.1,9.3,2.9,33.9,48.3,University of Miami,26th overall,1st round,San Antonio Spurs,2002.0,6-7,"Plymouth-Whitemarsh in Plymouth Meeting, Pennsylvania",John Salmons,Shooting Guard and Small Forward and Point Guard,Right,210lb,4214914.36
sandela01,"November 21, 1988","Fort Pierce, Florida",0.7,48.0,0.0,55.3,238.0,15.4,6.4,5.7,10.3,48.0,Virginia Commonwealth University,15th overall,1st round,Milwaukee Bucks,2010.0,6-11,"Port St. Lucie in Port St. Lucie, Florida",Larry Sanders,Power Forward and Center,Right,235lb,2827041.22
scalabr01,"March 18, 1978","Long Beach, California",0.8,39.0,34.4,78.3,520.0,7.7,3.1,2.0,7.6,45.0,University of Southern California,35th overall,2nd round,New Jersey Nets,2001.0,6-9,"Enumclaw in Enumclaw, Washington",Brian Scalabrine,Power Forward and Center,Right,241lb,1829698.91
schefst01,"September 3, 1967","Grand Rapids, Michigan",0.1,55.8,20.0,75.9,174.0,13.5,1.9,1.0,2.9,56.0,Purdue University,39th overall,2nd round,Charlotte Hornets,1990.0,6-9,"Forest Hills Northern in Grand Rapids, Michigan",Steve Scheffler,Center,Left,250lb,234285.71
schindw01,"October 14, 1968","Brandon, Florida",0.4,40.4,12.5,63.8,217.0,9.4,2.7,2.5,1.0,40.5,University of Florida,24th overall,1st round,San Antonio Spurs,1990.0,7-1,"Brandon in Brandon, Florida",Dwayne Schintzius,Center,Right,260lb,610055.56
schrede01,"January 21, 1963","Leverkusen, Germany",3.4,49.1,38.4,80.3,1136.0,17.2,13.9,6.2,109.5,51.3,University of Washington,8th overall,1st round,Dallas Mavericks,1985.0,6-9,"Centralia in Centralia, Washington",Detlef Schrempf,Small Forward and Power Forward,Right,214lb,2175595.21
scottde01,"September 5, 1968","Hagerstown, Maryland",2.1,41.7,39.7,79.3,629.0,13.4,12.9,2.8,33.4,50.2,Georgia Institute of Technology,4th overall,1st round,Orlando Magic,1990.0,6-8,"Flint Hill School in Oakton, Virginia",Dennis Scott,Small Forward and Shooting Guard,Right,229lb,2091250.0
scottmi01,"July 16, 1988","Chesapeake, Virginia",0.9,46.4,36.4,75.5,436.0,13.2,7.1,3.1,13.3,53.3,University of Virginia,43rd overall,2nd round,Atlanta Hawks,2012.0,6-8,"Deep Creek in Chesapeake, Virginia",Mike Scott,Power Forward,Right,237lb,2122309.67
scurrca01,"December 4, 1962","Brooklyn, New York",1.1,48.0,25.0,66.6,180.0,14.1,4.7,2.9,5.3,48.6,Long Island University,37th overall,2nd round,Utah Jazz,1985.0,6-7,"Alexander Hamilton in Brooklyn, New York",Carey Scurry,Small Forward,Right,188lb,70000.0
sealyma01,"February 1, 1970","Bronx, New York",1.7,42.6,29.2,80.9,493.0,13.6,10.1,3.2,17.1,44.4,St. John's University,14th overall,1st round,Indiana Pacers,1992.0,6-8,"Saint Nicholas of Tolentine in Bronx, New York",Malik Sealy,Small Forward and Shooting Guard,Right,190lb,1193750.0
seikaro01,"May 10, 1965","Beirut, Lebanon",1.3,48.4,18.8,67.9,678.0,15.7,14.7,9.5,37.3,48.4,Syracuse University,9th overall,1st round,Miami Heat,1988.0,6-11,"American School in Athens, Greece",Rony Seikaly,Center,Right,230lb,2768100.0
sellebr01,"December 17, 1962","Warrensville Heights, Ohio",1.1,45.2,20.0,79.3,398.0,11.1,6.3,2.7,9.8,45.4,"University of Wisconsin, Ohio State University",9th overall,1st round,Chicago Bulls,1986.0,7-0,"Warrensville Heights in Warrensville Heights, Ohio",Brad Sellers,Power Forward and Small Forward,Right,210lb,540457.5
sessira01,"April 11, 1986","Myrtle Beach, South Carolina",4.1,43.4,31.6,79.1,691.0,15.9,10.3,2.7,28.8,45.3,"University of Nevada, Reno",56th overall,2nd round,Milwaukee Bucks,2007.0,6-3,"Myrtle Beach in Myrtle Beach, South Carolina",Ramon Sessions,Point Guard and Shooting Guard,Right,190lb,2929349.42
shackch01,"April 22, 1966","Kinston, North Carolina",0.6,48.3,0.0,65.4,303.0,13.1,5.4,4.8,7.3,48.3,North Carolina State University,32nd overall,2nd round,New Jersey Nets,1988.0,6-10,"Kinston in Kinston, North Carolina",Charles Shackleford,Power Forward and Center,Right,225lb,963000.0
shawbr01,"March 22, 1966","Oakland, California",4.2,40.3,30.4,78.2,943.0,11.7,6.9,3.4,23.8,43.7,"Saint Mary's College of California, University of California, Santa Barbara",24th overall,1st round,Boston Celtics,1988.0,6-6,"Bishop O'Dowd in Oakland, California",Brian Shaw,Point Guard and Shooting Guard,Right,190lb,1774832.19
shumpim01,"June 26, 1990","Oak Park, Illinois",1.9,39.3,34.0,76.6,446.0,9.8,7.3,3.4,12.9,47.1,Georgia Institute of Technology,17th overall,1st round,New York Knicks,2011.0,6-5,"Oak Park and River Forest in Oak Park, Illinois",Iman Shumpert,Shooting Guard and Point Guard,Right,215lb,5228756.29
siakapa01,"April 2, 1994","Douala, Cameroon",2.0,53.1,30.9,74.3,216.0,16.1,10.1,5.1,15.5,56.4,New Mexico State University,27th overall,1st round,Toronto Raptors,2016.0,6-9,"God's Academy in Lewisville, Texas",Pascal Siakam,Power Forward,Right,230lb,1254325.5
simmobo01,"June 2, 1980","Chicago, Illinois",1.5,43.7,39.6,82.3,466.0,12.9,9.0,3.8,20.1,49.0,DePaul University,42nd overall,2nd round,Seattle SuperSonics,2001.0,6-7,"Simeon Career Academy in Chicago, Illinois",Bobby Simmons,Shooting Guard and Power Forward and Small Forward,Right,210lb,4199653.5
simmoli01,"November 14, 1968","Philadelphia, Pennsylvania",3.3,43.3,30.5,77.1,454.0,14.7,12.8,6.2,16.9,43.7,La Salle University,7th overall,1st round,Sacramento Kings,1990.0,6-7,"South Philadelphia in Philadelphia, Pennsylvania",Lionel Simmons,Small Forward,Right,210lb,2381377.78
simpkdi01,"April 6, 1972","Fort Washington, Maryland",0.9,44.0,22.2,61.8,327.0,9.5,4.2,3.6,4.7,44.1,Providence College,21st overall,1st round,Chicago Bulls,1994.0,6-9,"Friendly in Fort Washington, Maryland",Dickey Simpkins,Power Forward and Center,Right,248lb,882698.33
singlky01,"May 4, 1988","Medford, Oregon",0.8,41.8,36.2,78.6,356.0,9.5,6.5,2.9,10.0,49.3,Duke University,33rd overall,2nd round,Detroit Pistons,2011.0,6-8,"South Medford in Medford, Oregon",Kyle Singler,Small Forward,Right,228lb,2939833.33
skilesc01,"March 5, 1964","LaPorte, Indiana",6.5,43.5,37.9,88.9,600.0,14.4,11.1,2.5,30.4,48.5,Michigan State University,22nd overall,1st round,Milwaukee Bucks,1986.0,6-1,"Plymouth in Plymouth, Indiana",Scott Skiles,Point Guard,Right,180lb,1127428.57
skinnbr01,"May 19, 1976","Temple, Texas",0.5,49.4,33.3,56.6,608.0,12.0,4.7,4.7,15.8,49.4,Baylor University,22nd overall,1st round,Los Angeles Clippers,1998.0,6-9,"Temple in Temple, Texas",Brian Skinner,Center and Power Forward,Right,255lb,1777323.29
smartma01,"March 6, 1994","Flower Mound, Texas",3.9,37.2,31.0,76.4,341.0,11.8,9.3,3.5,16.2,45.1,Oklahoma State University,6th overall,1st round,Boston Celtics,2014.0,6-4,"Edward S. Marcus in Flower Mound, Texas",Marcus Smart,Shooting Guard and Point Guard,Right,220lb,3707815.0
smithch01,"July 16, 1965","Bridgeport, Connecticut",1.4,47.5,19.4,77.4,564.0,15.7,14.4,5.8,40.9,47.7,University of Pittsburgh,3rd overall,1st round,Philadelphia 76ers,1988.0,6-10,"Warren Harding in Bridgeport, Connecticut",Charles Smith,Power Forward and Small Forward,Right,230lb,2496028.6
smithch03,"May 17, 1970","Bridgeport, Connecticut",2.8,43.5,36.6,71.3,224.0,10.7,5.1,1.3,3.2,46.6,University of Connecticut,34th overall,2nd round,Minnesota Timberwolves,1992.0,6-3,"Kolbe Cathedral in Bridgeport, Connecticut",Chris Smith,Shooting Guard and Point Guard,Right,190lb,275000.0
smithcr01,"November 10, 1983","Inglewood, California",0.8,55.3,3.7,66.1,403.0,16.2,7.6,3.9,16.0,55.3,Boston College,36th overall,2nd round,Minnesota Timberwolves,2006.0,6-7,"Fairfax in Los Angeles, California",Craig Smith,Power Forward,Right,250lb,1565475.67
smithdo03,"September 17, 1969","Detroit, Michigan",1.4,42.5,8.3,77.3,296.0,11.7,8.0,4.2,3.0,42.6,University of Missouri,6th overall,1st round,Dallas Mavericks,1991.0,6-10,"MacKenzie in Detroit, Michigan",Doug Smith,Power Forward,Right,220lb,1479000.0
smithja02,"March 2, 1986","Greeley, Colorado",0.7,46.8,33.3,78.3,616.0,12.9,6.1,3.4,14.1,48.0,Colorado State University,20th overall,1st round,Miami Heat,2007.0,7-0,"Platte Valley in Kersey, Colorado",Jason Smith,Center and Power Forward,Right,240lb,2860908.45
smithjo02,"July 26, 1975","Norfolk, Virginia",1.0,45.5,23.8,79.0,1030.0,15.4,10.9,6.4,60.3,45.6,University of Maryland,1st overall,1st round,Golden State Warriors,1995.0,6-10,"Maury in Norfolk, Virginia",Joe Smith,Small Forward and Center and Power Forward,Right,225lb,3826299.75
smithke01,"March 8, 1965","Queens, New York",5.5,48.0,39.9,82.9,737.0,14.9,12.8,2.0,46.8,52.5,University of North Carolina,6th overall,1st round,Sacramento Kings,1987.0,6-3,"Archbishop Molloy in Jamaica, New York",Kenny Smith,Point Guard,Right,170lb,1463566.67
smithla02,"April 3, 1969","Bay City, Texas",2.2,43.2,29.8,81.3,183.0,10.8,6.7,1.5,1.5,44.6,University of Louisville,19th overall,1st round,Washington Bullets,1991.0,6-3,"Bay City in Bay City, Texas",LaBradford Smith,Shooting Guard,Right,200lb,773333.33
smithmi02,"March 28, 1972","Washington, District of Columbia",1.5,53.8,14.3,52.9,449.0,13.9,5.6,7.1,23.4,53.8,Providence College,35th overall,2nd round,Sacramento Kings,1994.0,6-8,"Dunbar in Washington, District of Columbia",Michael Smith,Power Forward and Small Forward,Left,230lb,1713333.33
smithot01,"January 30, 1964","Jacksonville, Florida",1.8,45.5,25.1,76.2,375.0,15.7,10.5,3.8,12.3,46.2,Jacksonville University,41st overall,2nd round,Denver Nuggets,1986.0,6-5,"Forrest in Jacksonville, Florida",Otis Smith,Small Forward and Shooting Guard,Right,210lb,323750.0
smithst01,"March 31, 1969","Highland Park, Michigan",3.1,44.0,35.8,84.5,942.0,16.1,14.3,3.2,83.7,49.4,Michigan State University,5th overall,1st round,Miami Heat,1991.0,6-7,"Pershing in Detroit, Michigan",Steve Smith,Shooting Guard,Right,200lb,4559135.71
smithto02,"June 14, 1968","Wauwatosa, Wisconsin",1.9,43.1,30.7,69.0,457.0,11.4,5.5,1.6,6.7,45.6,Marquette University,51st overall,2nd round,Los Angeles Lakers,1990.0,6-3,"East in Wauwatosa, Wisconsin",Tony Smith,Point Guard and Shooting Guard,Right,185lb,509642.86
smitsri01,"August 23, 1966","Eindhoven, Netherlands",1.4,50.7,11.5,77.3,867.0,17.9,14.8,6.1,56.6,50.7,Marist College,2nd overall,1st round,Indiana Pacers,1988.0,7-4,"Almonta in Eindhoven, Netherlands",Rik Smits,Center,Right,250lb,3977272.73
smrekmi01,"August 31, 1962","Welland, Canada",0.3,43.1,0.0,61.7,194.0,7.4,2.9,2.2,0.7,43.1,Canisius College,25th overall,2nd round,Portland Trail Blazers,1985.0,7-0,"Eastdale in Port Robinson, Canada",Mike Smrek,Power Forward and Center,Right,250lb,208750.0
snellto01,"November 10, 1991","Los Angeles, California",1.0,42.5,38.2,81.9,442.0,9.0,6.2,2.4,13.5,53.4,University of New Mexico,20th overall,1st round,Chicago Bulls,2013.0,6-7,"King in Riverside, California",Tony Snell,Shooting Guard and Small Forward,Right,213lb,3321415.2
snower01,"April 24, 1973","Canton, Ohio",5.0,42.4,20.8,76.3,846.0,12.2,6.8,2.5,43.4,43.0,Michigan State University,43rd overall,2nd round,Milwaukee Bucks,1995.0,6-3,"McKinley in Canton, Ohio",Eric Snow,Shooting Guard and Point Guard,Right,190lb,3658846.43
snydeki01,"June 5, 1983","Los Angeles, California",1.1,43.8,32.7,69.9,211.0,12.4,6.3,2.3,4.5,47.9,"University of Nevada, Reno",16th overall,1st round,Utah Jazz,2004.0,6-6,"Upland in Upland, California",Kirk Snyder,Power Forward and Shooting Guard and Small Forward,Right,225lb,1667508.25
songada01,"February 14, 1978","Marijampole, Lithuania",1.2,49.9,15.8,84.4,495.0,13.3,6.9,3.4,15.9,49.9,Wake Forest University,50th overall,2nd round,Boston Celtics,2002.0,6-9,"New Hampton School in New Hampton, New Hampshire",Darius Songaila,Center and Power Forward,Right,248lb,3167241.38
speigma01,"August 4, 1987","St. Petersburg, Florida",0.7,45.9,35.6,79.7,705.0,16.7,7.9,4.1,25.8,48.4,University of Florida,16th overall,1st round,Philadelphia 76ers,2008.0,6-10,"Hargrave Military Academy in Chatham, Virginia",Marreese Speights,Power Forward and Center,Right,255lb,2574358.8
spencfe01,"January 15, 1968","Louisville, Kentucky",0.3,48.4,0.0,65.8,640.0,10.8,5.2,5.4,20.9,48.4,University of Louisville,6th overall,1st round,Minnesota Timberwolves,1990.0,7-0,"Eastern in Middletown, Kentucky",Felton Spencer,Center,Right,265lb,1557945.75
sprewla01,"September 8, 1970","Milwaukee, Wisconsin",4.0,42.5,33.7,80.4,913.0,15.1,18.3,4.1,56.3,46.4,University of Alabama,24th overall,1st round,Golden State Warriors,1992.0,6-5,"Washington in Milwaukee, Wisconsin",Latrell Sprewell,Small Forward and Shooting Guard,Right,190lb,7466153.85
stackje01,"November 5, 1974","Kinston, North Carolina",3.3,40.9,30.9,82.2,970.0,16.5,16.9,3.2,52.4,44.6,University of North Carolina,3rd overall,1st round,Philadelphia 76ers,1995.0,6-6,"Oak Hill Academy in Mouth of Wilson, Virginia",Jerry Stackhouse,Shooting Guard and Small Forward,Right,218lb,4442465.42
stausni01,"October 7, 1993","Mississauga, Canada",1.5,38.9,35.3,81.4,335.0,9.1,6.8,2.1,3.8,49.0,University of Michigan,8th overall,1st round,Sacramento Kings,2014.0,6-6,"St. Mark's School in Southborough, Massachusetts",Nik Stauskas,Shooting Guard,Right,205lb,3103866.75
stephla01,"September 5, 1990","Brooklyn, New York",2.9,44.4,31.5,68.5,508.0,12.1,8.6,4.2,16.7,48.8,University of Cincinnati,40th overall,2nd round,Indiana Pacers,2010.0,6-6,"Abraham Lincoln in Brooklyn, New York",Lance Stephenson,Small Forward and Shooting Guard,Right,230lb,3098667.2
stithbr01,"December 10, 1970","Emporia, Virginia",2.0,42.4,32.9,84.1,586.0,12.8,10.1,3.4,29.5,45.6,University of Virginia,13th overall,1st round,Denver Nuggets,1992.0,6-5,"Brunswick in Lawrenceville, Virginia",Bryant Stith,Shooting Guard,Right,208lb,2925545.45
stoudda01,"September 3, 1973","Portland, Oregon",6.1,40.6,35.7,83.3,878.0,15.4,13.4,3.5,55.4,46.4,University of Arizona,7th overall,1st round,Toronto Raptors,1995.0,5-10,"Woodrow Wilson in Portland, Oregon",Damon Stoudamire,Point Guard,Left,171lb,6644813.2
stricro02,"July 11, 1966","Bronx, New York",7.3,45.4,28.2,72.1,1094.0,18.0,13.2,3.7,85.8,46.2,DePaul University,19th overall,1st round,New York Knicks,1988.0,6-3,"Oak Hill Academy in Mouth of Wilson, Virginia",Rod Strickland,Shooting Guard and Point Guard,Right,175lb,2744221.13
stronde01,"February 9, 1968","Los Angeles, California",0.6,43.0,18.0,78.6,456.0,13.8,6.8,4.9,18.5,43.2,Xavier University,47th overall,2nd round,Philadelphia 76ers,1990.0,6-8,"Pacific Palisades in Pacific Palisades, California",Derek Strong,Power Forward,Right,220lb,1851472.73
stuckro01,"April 21, 1986","Seattle, Washington",3.6,42.3,30.0,82.4,651.0,14.9,12.6,2.9,28.7,44.3,Eastern Washington University,15th overall,1st round,Detroit Pistons,2007.0,6-5,"Kentwood in Kent, Washington",Rodney Stuckey,Point Guard and Shooting Guard,Right,210lb,4805707.1
sullija01,"March 4, 1992","Columbus, Ohio",1.8,43.6,27.2,72.3,269.0,16.2,10.8,7.5,15.3,46.3,Ohio State University,21st overall,1st round,Boston Celtics,2012.0,6-9,"Northland in Columbus, Ohio",Jared Sullinger,Power Forward,Right,260lb,2398884.0
surabo01,"March 25, 1973","Wilkes-Barre, Pennsylvania",3.8,41.4,32.5,68.9,657.0,14.3,8.6,3.4,28.3,46.0,Florida State University,17th overall,1st round,Cleveland Cavaliers,1995.0,6-5,"G.A.R. Memorial in Wilkes-Barre, Pennsylvania",Bob Sura,Shooting Guard and Point Guard,Right,200lb,3491993.69
suttogr01,"December 3, 1967","Santa Cruz, California",1.7,39.6,36.1,74.3,168.0,9.7,4.5,0.9,1.0,48.0,Oral Roberts University,49th overall,2nd round,San Antonio Spurs,1991.0,6-2,"Douglass in Oklahoma City, Oklahoma",Greg Sutton,Point Guard,Right,170lb,188166.67
sweetmi01,"October 25, 1982","Oxon Hill, Maryland",0.6,48.5,0.0,68.9,233.0,15.1,6.5,4.5,7.8,48.5,Georgetown University,9th overall,1st round,New York Knicks,2003.0,6-8,"Oxon Hill in Oxon Hill, Maryland",Mike Sweetney,Center and Power Forward,Right,275lb,2158399.0
swiftst01,"November 21, 1979","Shreveport, Louisiana",0.5,47.3,7.4,69.9,547.0,16.1,8.4,4.6,21.3,47.3,Louisiana State University,2nd overall,1st round,Vancouver Grizzlies,2000.0,6-9,"Fair Park in Shreveport, Louisiana",Stromile Swift,Power Forward and Center,Right,225lb,4798938.11
szczewa02,"March 5, 1977","Madrid, Spain",2.4,48.5,40.6,86.0,651.0,16.0,14.1,4.0,53.3,52.6,Miami University,6th overall,1st round,Minnesota Timberwolves,1999.0,6-7,"Cold Spring Harbor in Cold Spring Harbor, New York",Wally Szczerbiak,Small Forward,Right,244lb,7474514.7
tarplro01,"November 28, 1964","New York, New York",1.0,48.3,17.6,74.4,280.0,18.4,12.6,10.0,19.8,48.4,University of Michigan,7th overall,1st round,Dallas Mavericks,1986.0,6-11,"Cooley in Detroit, Michigan",Roy Tarpley,Power Forward and Center,Right,230lb,817142.86
tayloma01,"October 30, 1976","Detroit, Michigan",1.2,46.6,15.2,71.1,534.0,13.1,11.0,4.6,9.9,46.7,University of Michigan,14th overall,1st round,Los Angeles Clippers,1997.0,6-9,"Henry Ford in Detroit, Michigan",Maurice Taylor,Small Forward and Center and Power Forward,Right,260lb,4858556.18
teaguje01,"June 10, 1988","Indianapolis, Indiana",5.8,44.5,35.6,84.2,712.0,17.1,12.7,2.5,48.3,48.9,Wake Forest University,19th overall,1st round,Atlanta Hawks,2009.0,6-2,"Pike in Indianapolis, Indiana",Jeff Teague,Point Guard,Right,195lb,6518190.78
terryja01,"September 15, 1977","Seattle, Washington",3.8,44.4,38.0,84.5,1410.0,16.2,13.4,2.3,102.0,51.7,University of Arizona,10th overall,1st round,Atlanta Hawks,1999.0,6-2,"Franklin in Seattle, Washington",Jason Terry,Point Guard and Shooting Guard,Right,185lb,5697560.42
